,(734, 327, 250, 484, 280, 584, 741, 321)
,(369, 87, 195, 470, 634, 53, 381, 48)
,(288, 226, 527, 507, 190, 322, 395, 174)
,(326, 158, 469, 298, 305, 150, 369, 39)
,(240, 497, 284, 449, 561, 481, 35, 269)
,(472, 51, 326, 566, 306, 495, 463, 261)
,(76, 126, 769, 565, 202, 582, 221, 127)
,(68, 149, 720, 455, 329, 68, 130, 452)
,(382, 527, 62, 479, 75, 211, 512, 279)
,(607, 418, 695, 72, 118, 563, 347, 383)
,(299, 83, 448, 207, 79, 382, 315, 34)
,(594, 517, 264, 121, 588, 255, 439, 430)
,(288, 53, 250, 294, 423, 118, 303, 45)
,(512, 23, 315, 53, 212, 222, 576, 168)
,(88, 316, 281, 456, 750, 266, 356, 149)
,(253, 134, 631, 400, 329, 487, 425, 81)
,(584, 345, 89, 58, 553, 82, 455, 259)
,(308, 113, 781, 76, 436, 520, 352, 91)
,(129, 572, 613, 578, 687, 479, 104, 419)
,(492, 265, 611, 539, 407, 31, 306, 421)
,(737, 376, 778, 511, 68, 506, 768, 383)
,(166, 40, 646, 207, 529, 17, 117, 358)
,(720, 58, 640, 475, 234, 473, 451, 16)
,(675, 400, 144, 489, 200, 81, 395, 357)
,(395, 570, 367, 25, 420, 98, 312, 573)
,(165, 503, 777, 275, 776, 313, 293, 144)
,(490, 303, 433, 577, 318, 101, 769, 196)
,(45, 301, 89, 575, 116, 187, 127, 341)
,(686, 536, 76, 377, 508, 295, 541, 481)
,(97, 303, 468, 532, 420, 158, 162, 318)
,(613, 492, 362, 550, 704, 420, 636, 538)
,(85, 375, 32, 492, 212, 199, 109, 450)
,(32, 71, 508, 76, 64, 28, 176, 434)
,(611, 583, 501, 475, 273, 421, 553, 582)
,(603, 75, 381, 106, 526, 254, 756, 122)
,(607, 82, 299, 293, 656, 461, 458, 51)
,(428, 88, 580, 288, 340, 160, 504, 67)
,(585, 445, 221, 320, 272, 472, 644, 358)
,(510, 283, 172, 165, 566, 112, 345, 320)
,(110, 548, 136, 535, 376, 231, 21, 582)
,(279, 256, 293, 72, 145, 107, 416, 363)
,(474, 435, 144, 33, 553, 190, 347, 395)
,(655, 568, 678, 562, 291, 416, 539, 365)
,(777, 220, 648, 375, 768, 211, 778, 277)
,(706, 430, 727, 388, 43, 305, 400, 576)
,(80, 342, 583, 195, 59, 26, 260, 413)
,(232, 559, 454, 581, 29, 337, 300, 490)
,(639, 439, 30, 129, 114, 542, 608, 346)
,(693, 92, 652, 48, 495, 255, 747, 228)
,(687, 110, 527, 483, 38, 500, 349, 87)
,(585, 522, 618, 445, 248, 560, 584, 498)
,(342, 77, 346, 234, 79, 569, 407, 143)
,(283, 262, 489, 332, 33, 152, 362, 284)
,(644, 214, 686, 197, 454, 64, 669, 461)
,(542, 160, 695, 101, 30, 332, 468, 424)
,(617, 290, 584, 384, 295, 360, 713, 18)
,(610, 562, 727, 241, 84, 482, 350, 581)
,(479, 285, 289, 398, 280, 186, 585, 252)
,(560, 482, 414, 190, 213, 281, 329, 493)
,(399, 135, 425, 119, 508, 280, 15, 532)
,(428, 255, 553, 250, 638, 223, 162, 406)
,(236, 280, 254, 585, 658, 267, 394, 113)
,(587, 54, 278, 332, 295, 519, 356, 94)
,(108, 473, 645, 559, 563, 212, 216, 501)
,(694, 94, 705, 321, 782, 292, 102, 121)
,(162, 102, 21, 363, 553, 235, 233, 61)
,(443, 151, 395, 352, 647, 575, 597, 168)
,(351, 21, 362, 409, 633, 189, 372, 212)
,(266, 105, 220, 408, 538, 263, 336, 235)
,(180, 38, 777, 462, 249, 528, 547, 29)
,(447, 69, 756, 133, 652, 101, 529, 147)
,(532, 330, 768, 34, 243, 142, 503, 558)
,(568, 69, 312, 313, 301, 450, 603, 85)
,(38, 431, 649, 523, 625, 177, 267, 376)
,(457, 560, 783, 561, 214, 22, 239, 476)
,(398, 207, 392, 147, 296, 409, 719, 406)
,(141, 285, 736, 53, 352, 293, 221, 326)
,(277, 53, 194, 116, 177, 133, 375, 239)
,(15, 246, 349, 126, 345, 539, 184, 213)
,(240, 255, 562, 135, 43, 93, 318, 274)
,(744, 458, 699, 56, 662, 147, 593, 458)
,(692, 321, 366, 61, 430, 354, 668, 266)
,(461, 453, 684, 538, 39, 222, 233, 440)
,(704, 327, 532, 478, 562, 289, 722, 416)
,(521, 136, 144, 87, 69, 240, 545, 195)
,(42, 202, 353, 492, 17, 385, 259, 228)
,(730, 190, 421, 487, 594, 445, 638, 104)
,(274, 209, 400, 173, 644, 322, 282, 374)
,(139, 547, 369, 322, 682, 256, 230, 540)
,(299, 583, 379, 102, 630, 331, 117, 409)
,(755, 430, 683, 212, 588, 506, 670, 371)
,(169, 259, 659, 275, 434, 239, 99, 423)
,(748, 513, 626, 18, 341, 202, 733, 311)
,(362, 142, 508, 415, 177, 325, 402, 259)
,(170, 553, 58, 202, 726, 351, 246, 377)
,(574, 124, 392, 475, 635, 383, 499, 102)
,(343, 514, 745, 551, 720, 441, 105, 336)
,(555, 40, 533, 205, 416, 37, 660, 98)
,(436, 427, 717, 218, 301, 278, 498, 431)
,(652, 107, 318, 342, 702, 50, 565, 113)
,(227, 270, 403, 548, 162, 515, 290, 151)
,(688, 352, 709, 565, 306, 422, 468, 218)
,(520, 484, 270, 188, 716, 256, 571, 390)
,(491, 347, 197, 70, 563, 442, 279, 289)
,(337, 534, 97, 482, 649, 350, 424, 352)
,(191, 125, 310, 75, 699, 222, 243, 467)
,(468, 233, 93, 500, 647, 532, 387, 279)
,(616, 82, 340, 71, 320, 252, 602, 196)
,(85, 329, 779, 47, 30, 395, 275, 392)
,(684, 77, 366, 417, 380, 248, 650, 362)
,(142, 278, 183, 570, 105, 136, 462, 271)
,(393, 128, 604, 20, 265, 481, 403, 230)
,(283, 579, 250, 513, 498, 69, 560, 463)
,(504, 91, 558, 200, 453, 405, 319, 128)
,(379, 40, 414, 161, 120, 70, 269, 88)
,(405, 151, 649, 231, 494, 69, 281, 519)
,(128, 131, 223, 140, 65, 205, 144, 177)
,(124, 490, 39, 361, 660, 365, 115, 455)
,(144, 225, 513, 549, 699, 288, 423, 227)
,(229, 382, 461, 514, 687, 510, 246, 73)
,(184, 505, 378, 435, 214, 303, 188, 443)
,(782, 521, 267, 559, 252, 512, 675, 481)
,(190, 18, 397, 151, 290, 494, 142, 28)
,(464, 45, 299, 350, 294, 353, 677, 61)
,(759, 291, 772, 230, 446, 475, 595, 304)
,(463, 139, 778, 117, 156, 261, 487, 341)
,(591, 78, 672, 320, 397, 80, 757, 113)
,(291, 26, 547, 488, 246, 232, 620, 27)
,(478, 76, 90, 157, 77, 562, 355, 366)
,(390, 170, 393, 487, 514, 271, 124, 101)
,(452, 431, 68, 541, 263, 557, 161, 134)
,(624, 277, 239, 545, 338, 400, 730, 170)
,(420, 435, 599, 154, 457, 566, 399, 470)
,(278, 233, 284, 271, 263, 431, 486, 218)
,(536, 219, 148, 463, 497, 580, 589, 135)
,(409, 560, 193, 150, 596, 571, 500, 549)
,(218, 506, 152, 408, 647, 494, 307, 488)
,(221, 88, 61, 525, 776, 575, 422, 320)
,(390, 257, 722, 295, 47, 93, 544, 338)
,(722, 164, 782, 268, 611, 184, 724, 190)
,(132, 144, 518, 346, 85, 527, 274, 65)
,(540, 233, 745, 112, 213, 159, 401, 310)
,(80, 297, 733, 236, 771, 218, 306, 430)
,(489, 45, 57, 116, 679, 108, 596, 17)
,(535, 584, 638, 238, 64, 47, 309, 452)
,(457, 525, 621, 441, 97, 484, 336, 195)
,(300, 351, 593, 323, 294, 109, 362, 585)
,(62, 371, 124, 138, 288, 338, 205, 561)
,(177, 130, 653, 357, 537, 129, 327, 341)
,(339, 83, 237, 492, 180, 538, 354, 31)
,(635, 409, 103, 60, 729, 429, 488, 151)
,(385, 346, 587, 343, 365, 567, 484, 212)
,(289, 458, 566, 274, 212, 198, 275, 568)
,(249, 320, 620, 466, 592, 391, 226, 136)
,(435, 454, 241, 133, 125, 76, 557, 415)
,(675, 423, 395, 23, 370, 483, 764, 472)
,(44, 183, 256, 444, 296, 177, 42, 400)
,(42, 363, 676, 51, 258, 300, 117, 296)
,(566, 379, 510, 206, 151, 325, 528, 523)
,(412, 371, 370, 507, 461, 47, 61, 274)
,(17, 176, 740, 401, 773, 270, 326, 243)
,(246, 358, 658, 540, 208, 222, 461, 409)
,(439, 196, 636, 361, 407, 108, 351, 227)
,(445, 441, 462, 169, 297, 148, 343, 541)
,(550, 171, 433, 511, 443, 96, 422, 314)
,(559, 421, 397, 397, 703, 333, 576, 335)
,(387, 345, 401, 147, 136, 330, 699, 370)
,(574, 505, 468, 555, 232, 225, 720, 202)
,(220, 275, 252, 452, 358, 296, 217, 256)
,(683, 322, 676, 468, 163, 576, 382, 256)
,(657, 578, 111, 502, 348, 273, 544, 496)
,(515, 454, 672, 154, 429, 536, 290, 240)
,(385, 209, 407, 181, 784, 485, 443, 377)
,(329, 214, 684, 259, 123, 457, 126, 87)
,(571, 213, 675, 489, 564, 146, 285, 287)
,(557, 391, 482, 585, 255, 290, 600, 171)
,(602, 439, 598, 270, 510, 214, 726, 579)
,(498, 419, 197, 162, 602, 106, 509, 522)
,(597, 564, 463, 422, 770, 559, 568, 568)
,(612, 27, 592, 334, 522, 350, 271, 58)
,(345, 157, 591, 280, 59, 63, 115, 377)
,(644, 281, 72, 185, 540, 407, 487, 136)
,(262, 144, 681, 336, 492, 537, 313, 158)
,(209, 377, 63, 278, 730, 426, 405, 387)
,(264, 364, 197, 384, 766, 360, 514, 513)
,(468, 453, 360, 452, 473, 463, 443, 143)
,(164, 69, 530, 532, 240, 92, 73, 503)
,(367, 435, 495, 426, 138, 169, 191, 438)
,(438, 513, 353, 311, 603, 465, 489, 411)
,(96, 290, 139, 559, 351, 108, 102, 340)
,(370, 131, 295, 116, 590, 335, 552, 94)
,(163, 290, 119, 43, 438, 156, 228, 202)
,(565, 426, 402, 507, 552, 271, 762, 453)
,(84, 406, 640, 555, 581, 88, 205, 412)
,(586, 261, 19, 343, 453, 489, 656, 243)
,(159, 17, 282, 474, 585, 443, 320, 153)
,(169, 362, 467, 476, 446, 481, 25, 253)
,(140, 183, 580, 16, 703, 374, 146, 273)
,(96, 225, 153, 394, 616, 292, 89, 132)
,(572, 184, 387, 109, 311, 505, 510, 340)
,(277, 247, 514, 272, 320, 132, 140, 511)
,(116, 159, 523, 197, 169, 18, 191, 411)
,(549, 338, 395, 389, 766, 321, 450, 211)
,(519, 262, 342, 529, 406, 558, 391, 110)
,(415, 502, 643, 338, 582, 224, 299, 470)
,(107, 106, 150, 351, 403, 22, 163, 60)
,(622, 125, 447, 183, 353, 212, 749, 532)
,(669, 96, 73, 558, 136, 507, 767, 423)
,(138, 260, 559, 243, 374, 557, 273, 234)
,(350, 352, 626, 446, 417, 453, 438, 204)
,(410, 361, 755, 472, 322, 373, 372, 357)
,(597, 41, 483, 85, 724, 378, 722, 97)
,(249, 65, 127, 51, 382, 284, 200, 118)
,(762, 251, 665, 446, 80, 395, 740, 20)
,(61, 190, 180, 430, 254, 421, 197, 272)
,(134, 561, 549, 385, 151, 407, 345, 529)
,(225, 564, 593, 580, 259, 215, 280, 502)
,(643, 558, 753, 372, 54, 142, 420, 561)
,(157, 527, 183, 500, 189, 505, 17, 549)
,(652, 140, 543, 164, 606, 63, 671, 458)
,(680, 483, 189, 565, 691, 219, 616, 351)
,(238, 238, 180, 278, 201, 83, 761, 173)
,(31, 423, 350, 169, 81, 237, 233, 476)
,(652, 414, 682, 583, 607, 66, 135, 464)
,(364, 267, 225, 24, 506, 513, 316, 257)
,(510, 429, 591, 19, 310, 563, 524, 359)
,(413, 209, 176, 385, 723, 574, 466, 309)
,(359, 41, 157, 275, 501, 508, 300, 190)
,(420, 337, 45, 18, 640, 435, 408, 303)
,(53, 519, 548, 100, 695, 423, 112, 499)
,(294, 423, 399, 441, 55, 48, 318, 228)
,(499, 393, 290, 294, 253, 147, 350, 449)
,(767, 497, 723, 396, 361, 320, 732, 522)
,(769, 287, 244, 496, 633, 127, 578, 517)
,(731, 345, 387, 434, 427, 242, 734, 473)
,(493, 502, 209, 243, 327, 573, 598, 334)
,(435, 107, 719, 256, 85, 417, 467, 186)
,(770, 25, 48, 321, 763, 381, 629, 193)
,(483, 407, 246, 200, 592, 259, 357, 543)
,(186, 131, 615, 221, 674, 237, 84, 303)
,(188, 540, 138, 524, 417, 72, 313, 407)
,(92, 289, 506, 287, 404, 539, 32, 173)
,(355, 397, 523, 412, 395, 568, 149, 207)
,(278, 570, 151, 214, 329, 365, 251, 467)
,(756, 125, 255, 119, 315, 233, 740, 375)
,(287, 473, 600, 167, 90, 44, 508, 391)
,(398, 51, 688, 170, 315, 316, 527, 133)
,(619, 89, 234, 303, 643, 547, 618, 143)
,(297, 33, 355, 270, 653, 341, 333, 126)
,(406, 204, 592, 428, 282, 409, 354, 104)
,(38, 563, 660, 521, 603, 299, 87, 450)
,(392, 422, 388, 562, 648, 415, 338, 125)
,(485, 498, 172, 131, 142, 165, 463, 395)
,(489, 291, 153, 340, 695, 210, 410, 103)
,(308, 197, 322, 57, 95, 264, 512, 447)
,(628, 96, 253, 225, 437, 54, 736, 326)
,(134, 344, 107, 232, 113, 576, 677, 323)
,(586, 352, 597, 265, 571, 305, 31, 511)
,(27, 136, 580, 67, 734, 450, 175, 255)
,(487, 559, 775, 434, 580, 147, 120, 432)
,(158, 368, 558, 47, 555, 241, 24, 253)
,(686, 136, 730, 408, 174, 554, 411, 298)
,(254, 477, 595, 373, 475, 304, 378, 546)
,(383, 566, 522, 386, 362, 300, 207, 553)
,(350, 311, 547, 351, 444, 467, 258, 152)
,(136, 414, 622, 193, 413, 212, 28, 403)
,(552, 364, 180, 38, 554, 538, 623, 333)
,(570, 323, 132, 184, 719, 334, 311, 407)
,(321, 75, 205, 139, 775, 504, 496, 124)
,(72, 575, 692, 181, 554, 61, 360, 429)
,(355, 469, 195, 171, 617, 365, 479, 470)
,(672, 326, 165, 480, 21, 290, 758, 352)
,(77, 411, 440, 142, 572, 197, 51, 323)
,(503, 551, 363, 227, 753, 437, 538, 573)
,(625, 60, 465, 481, 762, 242, 233, 50)
,(37, 41, 87, 476, 507, 412, 69, 149)
,(244, 521, 281, 48, 462, 537, 279, 393)
,(170, 134, 691, 23, 32, 242, 252, 206)
,(327, 28, 90, 287, 88, 533, 576, 454)
,(173, 493, 300, 250, 184, 266, 378, 508)
,(710, 52, 217, 287, 666, 211, 480, 28)
,(742, 374, 695, 569, 595, 347, 711, 303)
,(99, 526, 417, 107, 777, 435, 134, 480)
,(607, 397, 418, 419, 781, 387, 549, 577)
,(341, 97, 23, 154, 706, 521, 292, 391)
,(341, 100, 691, 493, 517, 116, 406, 98)
,(689, 264, 178, 190, 256, 262, 656, 374)
,(769, 231, 492, 19, 730, 317, 693, 71)
,(204, 38, 221, 304, 744, 327, 336, 131)
,(475, 463, 131, 413, 70, 583, 591, 301)
,(147, 495, 441, 228, 179, 290, 298, 562)
,(682, 37, 378, 528, 484, 18, 769, 328)
,(466, 310, 589, 296, 692, 110, 548, 484)
,(223, 291, 37, 222, 554, 266, 315, 344)
,(769, 330, 228, 345, 610, 468, 640, 198)
,(41, 450, 28, 439, 165, 533, 81, 434)
,(649, 515, 671, 146, 524, 154, 744, 413)
,(112, 263, 585, 226, 415, 426, 49, 181)
,(299, 390, 69, 275, 50, 164, 736, 406)
,(377, 328, 499, 373, 59, 56, 168, 493)
,(359, 200, 491, 389, 431, 166, 222, 202)
,(20, 140, 69, 523, 398, 172, 90, 320)
,(653, 119, 248, 232, 82, 325, 462, 121)
,(121, 194, 578, 130, 630, 88, 378, 376)
,(501, 186, 767, 70, 245, 169, 489, 153)
,(652, 543, 185, 73, 78, 312, 630, 341)
,(588, 537, 220, 130, 759, 451, 567, 490)
,(449, 561, 23, 173, 752, 247, 402, 554)
,(307, 64, 616, 141, 71, 21, 222, 18)
,(584, 240, 615, 379, 701, 198, 584, 219)
,(169, 308, 499, 271, 179, 528, 329, 322)
,(183, 64, 678, 494, 731, 174, 73, 377)
,(221, 279, 701, 570, 29, 485, 157, 410)
,(468, 236, 633, 359, 42, 547, 230, 92)
,(45, 84, 79, 440, 130, 417, 46, 254)
,(679, 114, 496, 485, 406, 198, 707, 346)
,(611, 194, 601, 68, 543, 130, 618, 392)
,(584, 411, 304, 188, 231, 223, 419, 552)
,(160, 179, 137, 54, 65, 482, 706, 22)
,(481, 368, 457, 554, 122, 528, 406, 298)
,(317, 436, 587, 368, 410, 128, 192, 374)
,(117, 170, 399, 560, 137, 526, 266, 109)
,(312, 110, 66, 404, 175, 512, 677, 52)
,(430, 562, 627, 115, 129, 202, 341, 535)
,(769, 184, 141, 327, 133, 489, 662, 443)
,(69, 424, 250, 20, 609, 444, 120, 375)
,(200, 356, 617, 106, 638, 488, 43, 221)
,(670, 427, 550, 27, 590, 498, 644, 432)
,(687, 360, 350, 464, 171, 353, 724, 233)
,(126, 131, 396, 407, 434, 352, 276, 217)
,(742, 406, 524, 17, 49, 463, 553, 375)
,(334, 137, 15, 363, 433, 342, 166, 199)
,(215, 300, 218, 465, 539, 98, 26, 232)
,(140, 496, 599, 281, 587, 341, 261, 406)
,(245, 424, 298, 315, 221, 454, 391, 560)
,(582, 79, 529, 324, 374, 425, 485, 44)
,(486, 194, 79, 104, 603, 127, 588, 543)
,(123, 365, 120, 103, 155, 280, 482, 577)
,(131, 166, 241, 232, 258, 521, 124, 211)
,(173, 348, 279, 534, 280, 115, 64, 374)
,(236, 17, 78, 306, 444, 488, 431, 81)
,(403, 432, 554, 326, 200, 475, 353, 296)
,(70, 100, 225, 57, 15, 266, 134, 185)
,(527, 439, 737, 448, 76, 362, 325, 399)
,(123, 551, 681, 566, 92, 156, 288, 366)
,(624, 53, 380, 413, 97, 166, 636, 189)
,(184, 580, 619, 407, 386, 117, 109, 398)
,(486, 215, 583, 416, 171, 371, 312, 29)
,(98, 385, 450, 284, 21, 427, 172, 488)
,(367, 101, 579, 38, 500, 54, 443, 444)
,(400, 104, 325, 329, 604, 221, 131, 31)
,(575, 404, 638, 412, 667, 529, 410, 356)
,(692, 85, 654, 178, 407, 157, 556, 24)
,(725, 210, 268, 480, 150, 415, 725, 442)
,(17, 539, 359, 188, 505, 457, 190, 529)
,(524, 338, 56, 299, 201, 462, 471, 90)
,(405, 556, 238, 116, 683, 304, 340, 376)
,(299, 102, 133, 382, 417, 523, 427, 28)
,(271, 250, 495, 16, 243, 236, 420, 419)
,(236, 552, 409, 100, 691, 441, 363, 548)
,(582, 225, 425, 77, 290, 344, 529, 157)
,(283, 271, 188, 239, 579, 284, 264, 333)
,(754, 575, 611, 516, 774, 262, 728, 485)
,(516, 101, 22, 412, 257, 513, 596, 169)
,(30, 333, 374, 527, 359, 58, 104, 344)
,(421, 224, 608, 449, 289, 20, 228, 242)
,(701, 433, 413, 146, 275, 485, 650, 197)
,(769, 84, 284, 270, 672, 117, 727, 77)
,(605, 39, 388, 527, 572, 579, 606, 90)
,(491, 327, 550, 359, 581, 347, 335, 421)
,(254, 61, 25, 227, 571, 24, 243, 70)
,(355, 576, 176, 86, 589, 333, 354, 570)
,(432, 269, 381, 79, 138, 497, 547, 351)
,(493, 169, 781, 464, 754, 268, 202, 397)
,(501, 429, 611, 361, 672, 413, 221, 143)
,(477, 466, 104, 54, 645, 305, 462, 455)
,(731, 330, 256, 69, 759, 322, 595, 75)
,(628, 495, 143, 278, 432, 426, 562, 406)
,(281, 388, 678, 472, 165, 53, 479, 380)
,(66, 161, 82, 508, 425, 354, 179, 327)
,(455, 372, 379, 393, 770, 249, 468, 448)
,(451, 420, 746, 467, 655, 31, 217, 203)
,(287, 564, 196, 437, 545, 183, 437, 434)
,(518, 316, 16, 60, 267, 466, 389, 192)
,(658, 442, 61, 486, 581, 45, 709, 466)
,(667, 202, 202, 168, 347, 76, 493, 261)
,(617, 195, 49, 133, 87, 510, 615, 215)
,(219, 36, 735, 238, 301, 351, 476, 121)
,(384, 345, 279, 509, 377, 273, 623, 378)
,(402, 401, 225, 143, 728, 348, 144, 522)
,(318, 578, 293, 312, 717, 64, 427, 497)
,(86, 582, 675, 312, 478, 160, 153, 544)
,(209, 372, 651, 474, 115, 155, 365, 375)
,(126, 505, 542, 535, 263, 127, 275, 415)
,(682, 156, 613, 484, 34, 105, 701, 107)
,(585, 436, 257, 503, 53, 455, 659, 206)
,(515, 197, 533, 322, 206, 239, 662, 120)
,(710, 563, 477, 98, 541, 23, 415, 556)
,(601, 274, 128, 326, 478, 563, 755, 279)
,(482, 291, 524, 280, 678, 359, 486, 514)
,(29, 467, 123, 209, 168, 216, 259, 525)
,(579, 136, 425, 188, 696, 124, 535, 256)
,(214, 350, 591, 72, 138, 339, 242, 445)
,(368, 379, 22, 353, 672, 158, 446, 564)
,(65, 285, 538, 314, 405, 207, 221, 352)
,(535, 439, 456, 412, 546, 311, 625, 406)
,(499, 29, 70, 367, 523, 105, 276, 93)
,(726, 458, 123, 530, 564, 97, 617, 518)
