(Ax,Ay),(Bx,By)
(568,572,0, 0)
(231,454,0, 0)
(469,170,0, 0)
(420,550,0, 0)
(313,343,0, 0)
(592,486,1, 0)
(504,559,0, 0)
(389,335,0, 0)
(662,450,0, 0)
(18,24,0, 0)
(124,132,0, 0)
(526,545,0, 0)
(470,354,0, 0)
(22,168,0, 0)
(481,118,1, 0)
(187,334,0, 0)
(753,310,0, 0)
(222,235,0, 0)
(534,268,0, 0)
(335,551,0, 0)
(610,344,1, 0)
(195,134,0, 0)
(774,393,0, 0)
(687,578,0, 0)
(381,64,0, 0)
(199,167,0, 0)
(532,34,0, 0)
(181,136,0, 0)
(616,501,0, 0)
(199,145,0, 0)
(599,442,1, 0)
(317,376,0, 0)
(751,306,0, 0)
(436,136,1, 0)
(253,553,0, 0)
(37,145,0, 0)
(718,327,0, 0)
(522,97,1, 0)
(379,359,0, 0)
(266,118,0, 0)
(478,21,0, 0)
(323,432,0, 0)
(267,18,0, 0)
(46,32,0, 0)
(763,19,0, 0)
(762,286,0, 0)
(48,157,0, 0)
(668,368,1, 0)
(677,559,0, 0)
(505,553,0, 0)
(274,387,0, 0)
(480,544,0, 0)
(359,83,1, 0)
(688,41,0, 0)
(555,158,1, 0)
(226,50,0, 0)
(423,254,0, 0)
(577,71,1, 0)
(58,452,0, 0)
(484,181,0, 0)
(336,517,0, 0)
(136,223,0, 0)
(17,517,0, 0)
(222,476,0, 0)
(703,432,0, 0)
(103,398,0, 0)
(685,459,0, 0)
(164,308,0, 0)
(599,555,0, 0)
(477,122,1, 0)
(70,293,0, 0)
(168,130,0, 0)
(644,138,0, 0)
(419,67,1, 0)
(653,358,1, 0)
(480,155,0, 0)
(137,354,0, 0)
(161,324,0, 0)
(586,527,0, 0)
(670,506,0, 0)
(523,380,0, 0)
(623,423,1, 0)
(481,565,0, 0)
(419,565,0, 0)
(644,265,1, 0)
(363,219,0, 0)
(532,18,0, 0)
(280,334,0, 0)
(749,584,0, 0)
(728,146,0, 0)
(162,331,0, 0)
(387,414,0, 0)
(720,199,0, 0)
(538,252,0, 0)
(365,378,0, 0)
(456,87,1, 0)
(783,20,0, 0)
(69,167,0, 0)
(174,453,0, 0)
(646,87,0, 0)
(708,27,0, 0)
(691,461,0, 0)
(299,42,0, 0)
(143,42,0, 0)
(352,49,0, 0)
(135,222,0, 0)
(64,347,0, 0)
(424,459,0, 0)
(588,196,1, 0)
(770,282,0, 0)
(445,164,0, 0)
(509,467,0, 0)
(544,215,0, 0)
(509,43,1, 0)
(372,438,0, 0)
(128,183,0, 0)
(639,368,1, 0)
(325,553,0, 0)
(572,465,1, 0)
(672,536,0, 0)
(461,26,1, 0)
(75,366,0, 0)
(530,250,0, 0)
(753,321,0, 0)
(668,510,0, 0)
(405,450,0, 0)
(554,394,1, 0)
(68,338,0, 0)
(92,555,0, 0)
(588,530,0, 0)
(161,439,0, 0)
(601,397,1, 0)
(681,433,0, 0)
(84,79,0, 0)
(267,259,0, 0)
(247,128,0, 0)
(595,236,0, 0)
(31,405,0, 0)
(566,546,0, 0)
(235,142,0, 0)
(209,352,0, 0)
(280,174,0, 0)
(468,406,0, 0)
(125,51,0, 0)
(614,337,1, 0)
(116,110,0, 0)
(782,109,0, 0)
(776,199,0, 0)
(728,540,0, 0)
(109,127,0, 0)
(347,504,0, 0)
(771,488,0, 0)
(336,450,0, 0)
(538,441,1, 0)
(671,46,0, 0)
(299,395,0, 0)
(680,432,0, 0)
(294,253,0, 0)
(330,360,0, 0)
(472,194,0, 0)
(115,548,0, 0)
(485,377,0, 0)
(272,571,0, 0)
(384,40,1, 0)
(184,290,0, 0)
(23,66,0, 0)
(109,351,0, 0)
(514,364,0, 0)
(513,383,0, 0)
(334,459,0, 0)
(534,108,1, 0)
(335,185,0, 0)
(412,109,1, 0)
(739,261,0, 0)
(350,369,0, 0)
(189,525,0, 0)
(37,227,0, 0)
(315,402,0, 0)
(429,127,1, 0)
(299,421,0, 0)
(287,340,0, 0)
(77,257,0, 0)
(562,357,0, 0)
(734,98,0, 0)
(319,508,0, 0)
(692,134,0, 0)
(450,431,0, 0)
(781,183,0, 0)
(329,541,0, 0)
(519,90,1, 0)
(37,467,0, 0)
(122,315,0, 0)
(427,507,0, 0)
(254,511,0, 0)
(766,501,0, 0)
(779,215,0, 0)
(731,176,0, 0)
(183,199,0, 0)
(667,551,0, 0)
(782,540,0, 0)
(295,77,0, 0)
(117,254,0, 0)
(98,316,0, 0)
(576,373,1, 0)
(686,33,0, 0)
(447,155,0, 0)
(44,281,0, 0)
(485,408,0, 0)
(721,188,0, 0)
(720,442,0, 0)
(551,267,0, 0)
(130,55,0, 0)
(350,485,0, 0)
(440,167,0, 0)
(109,448,0, 0)
(674,550,0, 0)
(637,121,0, 0)
(439,80,1, 0)
(22,187,0, 0)
(255,445,0, 0)
(774,90,0, 0)
(784,453,0, 0)
(538,370,0, 0)
(242,538,0, 0)
(669,385,1, 0)
(193,415,0, 0)
(29,505,0, 0)
(388,77,1, 0)
(491,51,1, 0)
(396,480,0, 0)
(652,280,1, 0)
(502,375,0, 0)
(290,443,0, 0)
(43,190,0, 0)
(719,296,0, 0)
(446,508,0, 0)
(720,61,0, 0)
(272,457,0, 0)
(432,231,0, 0)
(378,35,0, 0)
(421,502,0, 0)
(694,557,0, 0)
(466,32,0, 0)
(348,310,0, 0)
(273,249,0, 0)
(200,245,0, 0)
(149,535,0, 0)
(143,385,0, 0)
(373,141,0, 0)
(548,126,1, 0)
(23,235,0, 0)
(25,266,0, 0)
(181,421,0, 0)
(127,403,0, 0)
(311,126,0, 0)
(109,350,0, 0)
(568,227,0, 0)
(232,55,0, 0)
(380,522,0, 0)
(430,505,0, 0)
(277,231,0, 0)
(587,32,0, 0)
(408,500,0, 0)
(324,333,0, 0)
(521,533,0, 0)
(291,298,0, 0)
(117,557,0, 0)
(555,52,1, 0)
(148,281,0, 0)
(146,116,0, 0)
(136,392,0, 0)
(164,320,0, 0)
(414,72,1, 0)
(284,474,0, 0)
(50,472,0, 0)
(490,543,0, 0)
(97,221,0, 0)
(570,448,1, 0)
(662,265,1, 0)
(706,513,0, 0)
(601,469,1, 0)
(705,409,0, 0)
(82,566,0, 0)
(193,466,0, 0)
(310,84,0, 0)
(776,449,0, 0)
(85,64,0, 0)
(200,460,0, 0)
(325,567,0, 0)
(656,50,0, 0)
(378,122,1, 0)
(159,130,0, 0)
(328,195,0, 0)
(516,70,1, 0)
(213,23,0, 0)
(71,113,0, 0)
(424,295,0, 0)
(106,474,0, 0)
(529,522,0, 0)
(15,116,0, 0)
(377,144,0, 0)
(398,513,0, 0)
(79,382,0, 0)
(291,166,0, 0)
(228,366,0, 0)
(59,265,0, 0)
(718,436,0, 0)
(717,378,0, 0)
(540,466,1, 0)
(81,54,0, 0)
(27,201,0, 0)
(395,454,0, 0)
(667,568,0, 0)
(778,232,0, 0)
(90,485,0, 0)
(165,412,0, 0)
(333,28,0, 0)
(508,209,0, 0)
(64,571,0, 0)
(196,211,0, 0)
(662,154,0, 0)
(236,103,0, 0)
(252,112,0, 0)
(628,426,1, 0)
(188,165,0, 0)
(448,53,1, 0)
(32,546,0, 0)
(665,61,0, 0)
(662,152,0, 0)
(671,279,1, 0)
(179,133,0, 0)
(688,82,0, 0)
(57,47,0, 0)
(331,200,0, 0)
(167,578,0, 0)
(312,404,0, 0)
(16,49,0, 0)
(56,310,0, 0)
(725,428,0, 0)
(510,226,0, 0)
(183,180,0, 0)
(166,494,0, 0)
(208,131,0, 0)
(625,224,0, 0)
(765,413,0, 0)
(373,272,0, 0)
(186,198,0, 0)
(313,168,0, 0)
(621,183,1, 0)
(435,33,1, 0)
(161,168,0, 0)
(313,90,0, 0)
(81,396,0, 0)
(228,563,0, 0)
(408,394,0, 0)
(64,150,0, 0)
(397,407,0, 0)
(206,281,0, 0)
(764,176,0, 0)
(314,458,0, 0)
(493,250,0, 0)
(138,160,0, 0)
(302,527,0, 0)
(160,139,0, 0)
(502,62,1, 0)
(730,134,0, 0)
(332,178,0, 0)
(191,68,0, 0)
(462,504,0, 0)
(742,373,0, 0)
(258,533,0, 0)
(413,408,0, 0)
(497,579,0, 0)
(302,376,0, 0)
(644,246,1, 0)
(680,248,1, 0)
(760,69,0, 0)
(528,410,0, 0)
(353,231,0, 0)
(534,518,0, 0)
(31,49,0, 0)
(220,296,0, 0)
(148,255,0, 0)
(524,468,1, 0)
(558,113,1, 0)
(341,302,0, 0)
(335,165,0, 0)
(437,347,0, 0)
(384,449,0, 0)
(134,540,0, 0)
(331,94,0, 0)
(224,213,0, 0)
(229,506,0, 0)
(537,198,0, 0)
(342,24,0, 0)
(498,106,1, 0)
(699,25,0, 0)
(451,317,0, 0)
(469,375,0, 0)
(458,147,0, 0)
(613,207,0, 0)
(560,449,1, 0)
(697,66,0, 0)
(292,39,0, 0)
(454,474,0, 0)
(292,528,0, 0)
(216,36,0, 0)
(609,528,0, 0)
(709,302,0, 0)
(433,423,0, 0)
(713,442,0, 0)
(498,476,0, 0)
(339,517,0, 0)
(741,37,0, 0)
(65,198,0, 0)
(376,229,0, 0)
(582,436,1, 0)
(130,569,0, 0)
(491,466,0, 0)
(699,396,0, 0)
(146,585,0, 0)
(589,457,1, 0)
(713,521,0, 0)
(302,157,0, 0)
(412,127,1, 0)
(748,326,0, 0)
(637,456,0, 0)
(48,156,0, 0)
(464,420,0, 0)
(584,139,1, 0)
(438,478,0, 0)
(225,301,0, 0)
(88,252,0, 0)
(303,437,0, 0)
(496,501,0, 0)
(15,272,0, 0)
(21,521,0, 0)
(635,196,0, 0)
(91,158,0, 0)
(635,230,1, 0)
(379,333,0, 0)
(241,144,0, 0)
(197,139,0, 0)
(327,440,0, 0)
(497,171,0, 0)
(232,296,0, 0)
(653,239,1, 0)
(615,265,1, 0)
(292,401,0, 0)
(106,84,0, 0)
(419,260,0, 0)
(380,374,0, 0)
(112,400,0, 0)
(567,418,1, 0)
(49,348,0, 0)
(425,511,0, 0)
(121,189,0, 0)
(750,420,0, 0)
(126,241,0, 0)
(744,529,0, 0)
(83,316,0, 0)
(709,15,0, 0)
(697,161,0, 0)
(742,60,0, 0)
(116,26,0, 0)
(142,182,0, 0)
(84,312,0, 0)
(214,519,0, 0)
(239,276,0, 0)
(713,393,0, 0)
(341,273,0, 0)
(507,136,1, 0)
(761,463,0, 0)
(80,310,0, 0)
(267,373,0, 0)
(259,133,0, 0)
(280,395,0, 0)
(168,575,0, 0)
(382,401,0, 0)
(67,278,0, 0)
(366,547,0, 0)
(392,188,0, 0)
(548,441,1, 0)
(509,263,0, 0)
(96,22,0, 0)
(550,104,1, 0)
(65,23,0, 0)
(31,292,0, 0)
(478,557,0, 0)
(778,451,0, 0)
(726,163,0, 0)
(27,561,0, 0)
(450,21,0, 0)
(609,423,1, 0)
(188,585,0, 0)
(152,237,0, 0)
(456,124,1, 0)
(716,472,0, 0)
(391,428,0, 0)
(38,38,0, 0)
(53,457,0, 0)
(528,433,1, 0)
(746,409,0, 0)
(672,325,1, 0)
(322,107,0, 0)
(641,198,0, 0)
(361,181,0, 0)
(65,534,0, 0)
(255,309,0, 0)
(685,38,0, 0)
(291,225,0, 0)
(321,347,0, 0)
(580,489,1, 0)
(764,167,0, 0)
(742,433,0, 0)
(195,98,0, 0)
(504,211,0, 0)
(103,321,0, 0)
(338,282,0, 0)
(595,229,0, 0)
(143,327,0, 0)
(436,436,0, 0)
(696,240,0, 0)
(91,122,0, 0)
(556,170,1, 0)
(368,344,0, 0)
(149,89,0, 0)
(27,428,0, 0)
(89,184,0, 0)
(326,37,0, 0)
(620,493,0, 0)
(438,35,1, 0)
(34,452,0, 0)
(359,286,0, 0)
(517,274,0, 0)
(251,280,0, 0)
(336,115,0, 0)
(666,443,0, 0)
(570,429,1, 0)
(692,198,0, 0)
(645,291,1, 0)
(532,223,0, 0)
(657,406,1, 0)
(398,91,1, 0)
(552,303,0, 0)
(769,248,0, 0)
(194,454,0, 0)
(410,530,0, 0)
(502,382,0, 0)
(197,268,0, 0)
(49,42,0, 0)
(152,541,0, 0)
(565,545,0, 0)
(526,102,1, 0)
(627,203,0, 0)
(620,42,0, 0)
(269,129,0, 0)
(50,53,0, 0)
(458,330,0, 0)
(546,572,0, 0)
(435,183,0, 0)
(181,152,0, 0)
(470,287,0, 0)
(414,568,0, 0)
(78,437,0, 0)
(224,271,0, 0)
(286,145,0, 0)
(540,381,0, 0)
(158,276,0, 0)
(659,159,0, 0)
(197,245,0, 0)
(480,140,1, 0)
(547,362,0, 0)
(23,554,0, 0)
(614,153,1, 0)
(715,533,0, 0)
(34,381,0, 0)
(137,494,0, 0)
(539,145,1, 0)
(194,275,0, 0)
(382,252,0, 0)
(131,182,0, 0)
(367,410,0, 0)
(91,369,0, 0)
(472,151,0, 0)
(441,301,0, 0)
(466,155,0, 0)
(489,223,0, 0)
(552,507,0, 0)
(328,446,0, 0)
(107,397,0, 0)
(784,573,0, 0)
(129,460,0, 0)
(323,242,0, 0)
(769,72,0, 0)
(620,424,1, 0)
(687,265,1, 0)
(782,415,0, 0)
(109,176,0, 0)
(697,218,0, 0)
(626,53,0, 0)
(328,40,0, 0)
(649,70,0, 0)
(369,270,0, 0)
(504,236,0, 0)
(170,451,0, 0)
(523,131,1, 0)
(508,375,0, 0)
(601,176,1, 0)
(427,297,0, 0)
(516,500,0, 0)
(507,69,1, 0)
(579,572,0, 0)
(684,69,0, 0)
(506,574,0, 0)
(587,579,0, 0)
(561,214,0, 0)
(67,41,0, 0)
(356,189,0, 0)
(620,54,0, 0)
(496,456,0, 0)
(741,116,0, 0)
(460,302,0, 0)
(436,472,0, 0)
(411,168,0, 0)
(575,486,1, 0)
(511,180,0, 0)
(326,365,0, 0)
(537,514,0, 0)
(18,320,0, 0)
(217,313,0, 0)
(548,368,0, 0)
(358,575,0, 0)
(472,331,0, 0)
(609,179,1, 0)
(485,276,0, 0)
(514,407,0, 0)
(616,78,0, 0)
(733,398,0, 0)
(749,516,0, 0)
(382,544,0, 0)
(340,227,0, 0)
(706,402,0, 0)
(254,128,0, 0)
(463,125,1, 0)
(234,293,0, 0)
(323,222,0, 0)
(562,293,0, 0)
(52,386,0, 0)
(699,257,0, 0)
(48,134,0, 0)
(213,365,0, 0)
(699,433,0, 0)
(258,39,0, 0)
(678,371,1, 0)
(309,355,0, 0)
(292,151,0, 0)
(277,65,0, 0)
(261,234,0, 0)
(760,349,0, 0)
(752,442,0, 0)
(290,55,0, 0)
(774,24,0, 0)
(429,63,1, 0)
(34,196,0, 0)
(334,359,0, 0)
(455,205,0, 0)
(135,171,0, 0)
(343,450,0, 0)
(553,550,0, 0)
(450,176,0, 0)
(220,285,0, 0)
(783,374,0, 0)
(631,424,1, 0)
(426,187,0, 0)
(682,317,1, 0)
(575,419,1, 0)
(556,25,0, 0)
(50,127,0, 0)
(372,169,0, 0)
(321,305,0, 0)
(74,379,0, 0)
(379,51,0, 0)
(196,491,0, 0)
(144,121,0, 0)
(608,157,1, 0)
(52,243,0, 0)
(153,169,0, 0)
(524,112,1, 0)
(689,517,0, 0)
(713,229,0, 0)
(526,230,0, 0)
(561,497,0, 0)
(358,259,0, 0)
(83,71,0, 0)
(239,353,0, 0)
(390,426,0, 0)
(86,555,0, 0)
(552,477,0, 0)
(173,520,0, 0)
(238,535,0, 0)
(686,100,0, 0)
(152,403,0, 0)
(16,529,0, 0)
(68,487,0, 0)
(545,30,0, 0)
(564,234,0, 0)
(32,483,0, 0)
(605,152,1, 0)
(636,532,0, 0)
(26,538,0, 0)
(782,442,0, 0)
(712,477,0, 0)
(226,373,0, 0)
(129,465,0, 0)
(404,555,0, 0)
(363,156,0, 0)
(252,358,0, 0)
(559,388,1, 0)
(462,292,0, 0)
(745,175,0, 0)
(350,213,0, 0)
(272,154,0, 0)
(202,369,0, 0)
(358,41,0, 0)
(232,341,0, 0)
(417,260,0, 0)
(268,303,0, 0)
(372,165,0, 0)
(633,48,0, 0)
(480,147,0, 0)
(732,267,0, 0)
(329,25,0, 0)
(686,330,1, 0)
(98,478,0, 0)
(489,223,0, 0)
(469,100,1, 0)
(701,67,0, 0)
(770,274,0, 0)
(617,502,0, 0)
(186,93,0, 0)
(94,473,0, 0)
(463,369,0, 0)
(325,512,0, 0)
(382,514,0, 0)
(344,38,0, 0)
(257,464,0, 0)
(558,254,0, 0)
(207,570,0, 0)
(638,274,1, 0)
(192,113,0, 0)
(740,489,0, 0)
(782,539,0, 0)
(135,472,0, 0)
(476,42,1, 0)
(316,493,0, 0)
(289,21,0, 0)
(431,83,1, 0)
(572,415,1, 0)
(692,211,0, 0)
(602,571,0, 0)
(709,374,0, 0)
(709,134,0, 0)
(204,284,0, 0)
(634,209,0, 0)
(189,126,0, 0)
(280,291,0, 0)
(461,356,0, 0)
(332,256,0, 0)
(264,243,0, 0)
(419,225,0, 0)
(410,106,1, 0)
(598,370,1, 0)
(456,580,0, 0)
(512,69,1, 0)
(610,404,1, 0)
(149,184,0, 0)
(578,82,1, 0)
(493,126,1, 0)
(261,345,0, 0)
(305,207,0, 0)
(465,142,0, 0)
(719,180,0, 0)
(598,107,1, 0)
(449,447,0, 0)
(636,462,0, 0)
(527,553,0, 0)
(108,31,0, 0)
(721,421,0, 0)
(32,494,0, 0)
(116,344,0, 0)
(635,87,0, 0)
(469,217,0, 0)
(685,444,0, 0)
(492,392,0, 0)
(121,124,0, 0)
(701,290,0, 0)
(561,411,1, 0)
(145,345,0, 0)
(192,135,0, 0)
(303,238,0, 0)
(149,556,0, 0)
(506,346,0, 0)
(50,585,0, 0)
(302,400,0, 0)
(736,18,0, 0)
(772,457,0, 0)
(186,265,0, 0)
(502,538,0, 0)
(451,155,0, 0)
(378,80,1, 0)
(451,207,0, 0)
(636,575,0, 0)
(605,107,1, 0)
(178,179,0, 0)
(580,375,1, 0)
(485,93,1, 0)
(654,555,0, 0)
(478,447,0, 0)
(305,388,0, 0)
(264,265,0, 0)
(578,26,0, 0)
(448,145,0, 0)
(364,433,0, 0)
(446,53,1, 0)
(756,567,0, 0)
(161,562,0, 0)
(250,561,0, 0)
(471,367,0, 0)
(82,555,0, 0)
(452,470,0, 0)
(574,514,0, 0)
(67,484,0, 0)
(341,116,0, 0)
(296,406,0, 0)
(493,136,1, 0)
(751,163,0, 0)
(764,68,0, 0)
(478,436,0, 0)
(588,393,1, 0)
(323,136,0, 0)
(600,394,1, 0)
(782,196,0, 0)
(24,403,0, 0)
(442,528,0, 0)
(724,493,0, 0)
(60,96,0, 0)
(663,114,0, 0)
(174,39,0, 0)
(742,39,0, 0)
(284,379,0, 0)
(634,525,0, 0)
(719,356,0, 0)
(62,557,0, 0)
(200,438,0, 0)
(757,303,0, 0)
(88,142,0, 0)
(301,554,0, 0)
(151,469,0, 0)
(183,79,0, 0)
(628,179,1, 0)
(165,433,0, 0)
(570,459,1, 0)
(402,182,0, 0)
(288,440,0, 0)
(377,434,0, 0)
(436,19,0, 0)
(779,98,0, 0)
(171,273,0, 0)
(464,457,0, 0)
(387,331,0, 0)
(234,353,0, 0)
(203,427,0, 0)
(587,312,0, 0)
(165,212,0, 0)
(698,113,0, 0)
(656,494,0, 0)
(761,193,0, 0)
(378,111,1, 0)
(223,436,0, 0)
(176,64,0, 0)
(764,234,0, 0)
(134,267,0, 0)
(460,536,0, 0)
(505,155,0, 0)
(283,171,0, 0)
(574,507,0, 0)
(110,92,0, 0)
(647,78,0, 0)
(408,479,0, 0)
(699,321,0, 0)
(401,107,1, 0)
(353,188,0, 0)
(769,464,0, 0)
(592,444,1, 0)
(443,443,0, 0)
(255,153,0, 0)
(355,39,0, 0)
(543,73,1, 0)
(448,358,0, 0)
(456,403,0, 0)
(774,277,0, 0)
(646,573,0, 0)
(656,376,1, 0)
(146,239,0, 0)
(572,430,1, 0)
(533,344,0, 0)
(304,479,0, 0)
(742,179,0, 0)
(429,423,0, 0)
(510,373,0, 0)
(421,411,0, 0)
(523,357,0, 0)
(93,494,0, 0)
(155,26,0, 0)
(710,72,0, 0)
(210,289,0, 0)
(480,175,0, 0)
(713,585,0, 0)
(300,178,0, 0)
(465,177,0, 0)
(397,134,0, 0)
(133,483,0, 0)
(190,467,0, 0)
(524,213,0, 0)
(42,429,0, 0)
(215,24,0, 0)
(683,362,1, 0)
(21,62,0, 0)
(401,294,0, 0)
(91,470,0, 0)
(169,566,0, 0)
(553,31,0, 0)
(471,286,0, 0)
(265,459,0, 0)
(759,36,0, 0)
(532,293,0, 0)
(384,181,0, 0)
(764,326,0, 0)
(679,235,1, 0)
(449,312,0, 0)
(484,487,0, 0)
(383,131,0, 0)
(586,459,1, 0)
(527,541,0, 0)
(231,208,0, 0)
(128,304,0, 0)
(219,26,0, 0)
(179,85,0, 0)
(90,450,0, 0)
(241,455,0, 0)
(336,264,0, 0)
(471,369,0, 0)
(478,39,1, 0)
(541,453,1, 0)
(465,381,0, 0)
(520,288,0, 0)
(260,581,0, 0)
(300,460,0, 0)
(696,462,0, 0)
(324,310,0, 0)
(230,420,0, 0)
(36,270,0, 0)
(567,83,1, 0)
(389,544,0, 0)
(411,222,0, 0)
(285,159,0, 0)
(445,520,0, 0)
(203,402,0, 0)
(220,467,0, 0)
(294,467,0, 0)
(401,219,0, 0)
(175,168,0, 0)
(452,263,0, 0)
(479,289,0, 0)
(530,228,0, 0)
(663,211,0, 0)
(724,343,0, 0)
